IPR	description	ERR977403	ERR977404	ERR977405	ERR977406	ERR977407	ERR977408	ERR977409	ERR977410	ERR977411	ERR977412	ERR977413	ERR977414	ERR977415	ERR977416	ERR977417	ERR977418	ERR977419	ERR977420	ERR977421	ERR977422	ERR977423	ERR977424	ERR977425
IPR022819	Poxvirus	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR022853	Uncharacterised protein family YdfA-immunity	0	0	0	0	30	33	192	62	272	268	229	363	314	290	413	462	412	237	228	221	442	598	728
IPR022953	ATP-dependent 6-phosphofructokinase	297	255	554	270	278	272	1360	478	571	575	563	992	949	907	1045	1036	963	1223	1147	1126	378	849	1003
IPR022966	Ribonuclease II/R, conserved site	69	98	193	143	30	31	163	68	93	93	83	95	115	87	185	200	212	599	586	549	55	75	204
IPR022991	Ribosomal protein L30e, conserved site	0	0	0	0	0	0	1	1	1	3	0	2	0	5	2	0	0	3	1	3	2	2	5
IPR023000	Shikimate kinase, conserved site	65	109	228	144	38	41	216	52	57	46	70	82	79	66	223	186	159	450	474	423	35	83	126
IPR023005	Nucleoside diphosphate kinase, active site	96	141	262	186	64	67	296	105	97	77	87	225	211	215	398	357	386	458	507	454	174	327	599
IPR023011	ATPase, F0 complex, subunit A, active site	925	777	1411	770	61	105	355	142	142	132	147	230	222	230	766	771	724	1105	1039	938	243	382	928
IPR023013	N-acetyl-gamma-glutamyl-phosphate reductase, active site	94	124	226	205	55	52	296	82	106	127	132	167	151	158	258	250	280	689	712	686	153	314	471
IPR023027	Mannitol dehydrogenase, conserved site	2	0	0	0	5	4	22	10	11	13	15	59	62	56	6	2	3	149	129	132	15	22	56
IPR023041	Glucose receptor Git3, N-terminal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0
IPR023045	Molybdenum cofactor biosynthesis C	50	46	80	50	7	14	30	7	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0
IPR023054	Sporulation regulator WhiA, C-terminal	0	0	0	0	2	6	35	9	5	4	9	55	61	49	0	3	1	26	27	27	27	75	110
IPR023058	Peptidyl-prolyl cis-trans isomerase, PpiC-type, conserved site	244	309	605	437	60	81	346	93	186	170	164	192	209	214	305	324	310	1120	1122	1125	142	240	392
IPR023074	Hydroxymethylglutaryl-CoA reductase, class I/II, catalytic domain	0	0	0	0	135	190	879	264	688	680	672	1099	1134	1063	710	709	620	875	976	873	1307	3219	3287
IPR023076	Hydroxymethylglutaryl-CoA reductase, class I/II, conserved site	1	1	1	1	44	51	270	78	147	161	163	256	250	239	198	179	156	250	241	260	195	516	504
IPR023079	Sedoheptulose-1,7-bisphosphatase	0	0	2	2	1	0	0	1	0	0	0	0	0	0	0	3	3	0	5	2	0	0	0
IPR023082	Homeo-prospero domain	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	7
IPR023083	Glycerol-3-phosphate O-acyltransferase, alpha helical bundle, N-terminal	0	0	0	0	0	1	0	1	0	0	2	1	1	1	1	1	3	3	4	0	2	1	4
IPR023087	Flagellar motor switch protein FliG, C-terminal	921	814	1417	754	50	49	197	72	319	339	276	327	362	308	1460	1408	1393	2222	2305	2216	434	568	1162
IPR023088	3'5'-cyclic nucleotide phosphodiesterase	0	0	0	0	0	0	0	3	0	1	2	0	0	0	7	5	1	7	6	9	0	3	4
IPR023089	YozE SAM-like domain	0	0	0	0	0	2	9	5	1	4	2	4	4	8	10	4	3	22	19	13	6	5	12
IPR023090	Uncharacterised domain UPF0702, alpha/beta domain	4	6	14	0	9	18	67	41	54	66	51	111	103	107	28	37	26	444	427	420	80	115	325
IPR023091	Metalloprotease catalytic domain, predicted	843	802	1421	751	164	160	921	370	732	756	697	876	894	903	2026	2123	2118	3422	3410	3488	1107	1839	3636
IPR023093	Rad21/Rec8-like protein, C-terminal	68	98	151	120	9	10	63	30	5	10	12	11	21	16	47	61	49	37	51	52	8	16	68
IPR023094	Toluene tolerance protein, alpha-helical	1052	995	1918	1174	36	39	165	51	165	171	143	220	229	210	1925	1778	1839	1956	1836	1930	153	226	471
IPR023095	Adenine-specific methyltransferase, domain 2	0	0	0	0	35	33	192	155	131	120	84	250	250	212	289	289	281	375	371	340	204	527	645
IPR023096	Phosphoglucose isomerase, C-terminal	103	173	268	212	42	42	232	63	161	138	129	220	242	221	342	331	366	1180	1151	1142	236	341	703
IPR023097	Tex RuvX-like domain	107	64	127	54	110	107	522	199	415	446	422	566	600	601	1454	1510	1519	2584	2502	2456	665	1311	2012
IPR023098	ParB-like nuclease, C-terminal domain	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1	0	0	0
IPR023099	Glycoside hydrolase, family 46, N-terminal	0	0	0	0	0	1	2	1	3	2	1	5	6	2	2	1	1	8	10	12	3	1	9
IPR023100	D-aminoacylase, insert domain	0	0	0	0	6	7	34	9	31	26	24	16	14	19	45	42	35	486	487	456	34	26	109
IPR023101	AF1862-like domain	991	861	1534	954	5	3	27	9	22	21	19	81	83	62	19	18	21	33	37	38	22	32	37
IPR023102	Fatty acid synthase, domain 2	0	1	1	0	0	0	1	0	0	0	0	0	0	0	3	3	6	0	2	0	0	0	0
IPR023104	ITPase-like domain	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	1	0	0	1	3
IPR023105	YkvR-like domain	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
IPR023106	Ribosomal protein L30, central domain, archaeal type	0	0	0	0	0	0	0	1	5	3	2	6	5	3	15	9	15	19	17	13	4	11	42
IPR023107	Atu2299-like domain	0	0	0	0	1	1	2	1	5	12	9	22	10	11	10	13	12	134	111	106	3	0	15
IPR023108	Domain of unknown function, DUF3216	0	0	0	0	0	0	0	0	1	0	2	1	0	0	1	0	0	0	1	3	0	0	1
IPR023109	Integrase/recombinase, N-terminal	2416	2351	4243	2420	1025	1190	5489	2083	2064	2011	1856	3522	3348	3388	7012	6841	6555	11004	11109	10494	2085	3686	6198
IPR023110	PH1570-like domain	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
IPR023111	Titin-like domain	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	1	2	0	0	0	1
IPR023112	Antifungal protein domain	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	4	1	0	0	0
IPR023114	Elongated TPR repeat-containing domain	8	3	4	3	7	6	39	34	97	89	75	74	73	91	212	250	235	237	274	267	127	207	340
IPR023115	Translation initiation factor IF- 2, domain 3	894	794	1497	835	156	198	894	370	737	705	702	929	925	968	2163	2208	2086	3050	3130	3052	1373	2399	4396
IPR023116	Phosphonoacetate hydrolase, insert domain	9	9	18	0	16	15	73	20	74	76	66	90	97	92	134	126	134	273	275	270	61	77	129
IPR023117	PA1123-like domain	0	0	1	0	0	0	0	0	0	0	2	0	0	0	2	0	0	277	252	276	0	1	23
IPR023118	YqaI domain	0	0	0	0	1	0	2	1	0	0	1	0	0	4	4	4	2	7	7	3	1	1	5
IPR023119	Multihaem cytochrome, photosynthetic reaction centre cytochrome subunit-like	25	44	56	0	31	26	114	39	177	148	155	129	128	139	322	331	350	329	311	326	166	135	231
IPR023120	Winged helix-turn-helix transcription repressor, HrcA, inserted dimerising domain	0	0	0	0	1	0	8	2	0	0	3	2	3	1	1	1	2	4	1	2	0	0	1
IPR023121	ApoC-II domain	0	0	0	0	0	0	1	1	0	3	2	2	0	3	1	4	5	5	3	7	0	1	1
IPR023122	NE1680-like domain	663	465	811	467	7	12	38	12	26	25	29	45	44	50	806	818	773	392	398	350	93	110	113
IPR023123	Tubulin, C-terminal	0	0	0	0	4	0	5	10	10	12	10	6	5	3	15	20	16	47	47	50	16	29	150
IPR023124	DUF3239 domain	0	0	0	0	0	1	0	1	0	0	2	2	0	1	0	0	0	0	2	0	0	2	7
IPR023125	Bacterial exotoxin B, ferrodoxin-like domain	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	1	1	0	0
IPR023126	HP0242-like domain	0	0	0	0	0	0	1	0	3	0	0	1	1	0	2	2	0	1	2	0	1	6	11
IPR023127	NMB0488-like domain	0	0	0	0	1	0	1	1	2	0	1	3	1	2	7	2	2	25	19	23	1	3	6
IPR023128	Protein N-terminal glutamine amidohydrolase, alpha beta roll	0	0	0	0	2	2	5	3	5	9	4	1	2	2	11	6	13	21	16	19	5	22	15
IPR023129	MTH889-like domain	0	0	0	0	0	0	0	2	1	1	0	0	1	2	1	1	0	4	1	4	0	0	2
IPR023130	Ta0600-like domain	0	0	0	0	1	0	7	8	5	8	2	4	9	5	61	68	62	40	32	29	7	16	20
IPR023131	Mth639-like domain	0	0	0	0	0	0	1	0	3	0	2	1	2	3	88	89	72	25	28	24	1	1	12
IPR023132	Sama2622-like domain	0	0	0	0	0	0	0	0	0	0	0	2	0	0	4	0	2	2	3	2	0	0	0
IPR023134	Phosphoprotein P, multimerisation domain 2	0	0	0	0	0	1	1	1	3	3	2	2	0	1	6	10	1	1	6	3	0	5	9
IPR023135	N6 adenine-specific DNA methyltransferase, TaqI class, C-terminal	0	0	0	0	1	1	0	0	0	0	1	0	0	1	1	3	1	4	1	3	1	0	0
IPR023136	Api92-like domain	0	0	0	0	0	0	3	0	1	1	1	1	0	0	0	0	0	0	3	0	0	1	6
IPR023137	DUF1819 domain	1	3	4	0	22	17	82	37	58	50	60	71	100	110	93	96	83	154	166	140	86	167	369
IPR023138	NMB0513-like domain	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	3	5	2	0	0	5
IPR023139	Yst0336-like domain	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	3	5	1	2	0	0	1
IPR023140	Domain of unknown function DUF357	0	0	0	0	1	0	0	6	5	7	2	6	2	4	63	83	61	41	45	50	1	2	46
IPR023141	Ammonia/methane monooxygenase, subunit B, helix hairpin domain	734	469	909	466	4	2	7	6	15	10	11	69	63	57	555	561	500	329	335	337	48	50	80
IPR023142	Microtubule-associated serine/threonine-protein kinase, pre-PK domain	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	2
IPR023143	Mycolic acid cyclopropane synthase-like domain	0	0	0	0	0	0	1	1	2	1	1	1	1	0	0	1	0	0	0	1	0	1	0
IPR023144	Phenylalanine ammonia-lyase, shielding domain	0	0	2	0	0	0	1	0	0	1	0	0	0	0	0	0	0	2	1	1	0	0	2
IPR023145	YfbU, helix-hairpin domain	0	0	0	0	1	0	4	2	2	1	3	6	5	7	0	1	0	22	20	17	5	8	25
IPR023146	YfbU, alpha-helical bundle domain	0	0	0	0	4	0	13	5	6	6	15	9	9	6	3	1	7	36	32	45	7	14	51
IPR023148	tRNA (guanine-N1-)-methyltransferase, C-terminal	670	590	1114	633	138	126	592	241	486	465	444	635	633	581	1545	1476	1546	2294	2249	2210	761	1376	2372
IPR023149	Trans-aconitate 2-methyltransferase, C-terminal	16	7	14	0	19	18	70	17	78	75	93	96	105	87	49	53	44	406	410	365	64	96	202
IPR023151	PEP-utilising enzyme, conserved site	613	670	1230	689	108	123	537	170	227	223	224	363	349	356	756	692	686	1493	1372	1359	285	525	796
IPR023152	Ras GTPase-activating protein, conserved site	0	0	0	0	1	0	0	2	1	1	1	0	0	1	1	1	1	0	1	1	0	3	0
IPR023153	PSPTO4464-like domain	264	418	768	472	36	32	147	39	141	159	147	137	131	106	415	434	466	2070	2131	2010	213	205	732
IPR023154	Jann4075-like domain	1	0	0	0	18	34	160	23	46	44	44	91	98	117	52	45	43	152	157	157	168	125	295
IPR023155	Cytochrome c-552/4	3014	2101	4012	2117	196	218	1075	341	407	378	406	639	569	622	2480	2444	2372	1737	1696	1629	327	484	627
IPR023157	AGR-C-984p-like domain	0	0	0	0	11	13	56	7	55	39	35	172	177	166	34	43	48	125	139	132	57	59	134
IPR023158	YerB-like domain	0	0	0	0	179	239	1226	381	440	382	441	730	743	708	364	381	375	414	410	396	782	1963	2391
IPR023159	SO1590-like domain	0	0	0	0	29	24	131	50	86	91	64	107	111	99	154	162	162	482	498	556	252	620	507
IPR023160	Ribonuclease HII, helix-loop-helix cap domain	0	1	1	1	0	1	7	9	4	10	3	2	1	2	44	39	35	16	27	28	11	11	41
IPR023161	PK-like domain	0	0	0	0	0	0	2	1	2	1	2	3	3	3	3	0	7	30	23	29	2	5	9
IPR023162	Apc36109-like domain	0	0	0	0	1	0	2	0	1	0	1	0	0	0	1	3	0	3	1	2	0	0	1
IPR023163	SMc04008-like domain	23	18	29	0	9	18	64	20	98	93	94	152	142	152	156	188	171	565	590	630	94	112	303
IPR023164	YqgQ-like domain	0	0	0	0	0	0	0	1	0	0	0	3	0	1	1	0	0	5	2	4	2	7	5
IPR023165	rRNA adenine dimethylase-like	819	714	1186	628	109	121	651	208	366	381	378	559	488	502	1218	1158	1180	1909	1860	1851	624	1050	1861
IPR023166	HI0933 insert-like domain	339	259	441	247	17	14	80	23	39	46	47	85	88	66	290	298	252	631	659	636	46	63	190
IPR023167	Yap1 redox domain	0	0	0	0	0	0	0	1	0	0	1	0	0	0	2	1	0	1	1	0	0	3	1
IPR023168	Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B, C-terminal	709	617	1214	674	127	148	741	297	374	420	412	603	561	566	1354	1386	1281	1791	1834	1819	587	996	1793
IPR023169	UPF0413, central domain	296	211	455	198	42	40	217	50	234	259	272	298	256	271	686	713	682	1736	1655	1748	333	534	794
IPR023170	Helix-turn-helix, base-excision DNA repair, C-terminal	2414	2118	3886	2160	367	406	2079	653	1281	1377	1308	2073	2082	2032	4070	3975	4055	6057	6159	6203	2185	4185	5848
IPR023171	Na/H antiporter domain	2594	2089	3398	1800	362	458	2217	499	1313	1321	1358	1887	1706	1818	1399	1402	1364	4870	4890	4767	2186	3632	5255
IPR023173	NADPH-cytochrome p450 reductase, FAD-binding, alpha-helical domain-3	171	225	368	293	15	16	112	21	112	100	114	92	102	104	115	113	92	327	346	320	70	191	379
IPR023174	3'5'-cyclic nucleotide phosphodiesterase, conserved site	0	0	0	0	0	1	3	5	1	1	3	2	3	1	7	6	8	12	15	16	7	11	30
IPR023175	Vacuolar protein sorting-associate protein Vta1/Callose synthase, N-terminal domain	0	0	0	0	0	0	1	1	0	0	1	0	0	1	1	3	0	4	6	4	0	1	1
IPR023176	Bluetongue Virus 10, subunit 1, domain 1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	2	3	1	0	0	0	0	0
IPR023177	Uronate isomerase, domain 2	0	0	0	0	27	28	104	40	138	127	138	160	171	175	78	79	77	481	454	470	184	271	389
IPR023178	Orbivirus inner capsid protein VP7, C-terminal	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	3	1	0	0	1
IPR023179	GTP-binding protein, orthogonal bundle domain	0	3	2	0	13	7	65	24	62	36	63	19	22	28	703	737	760	1122	1080	1058	46	83	273
IPR023180	Tetrahydrodipicolinate-N-succinyltransferase, chain A, domain 1	151	231	380	262	68	94	425	96	278	292	283	253	217	226	578	530	518	1377	1411	1446	361	484	935
IPR023181	Homospermidine synthase-like, domain	22	41	57	0	40	57	255	61	164	183	163	344	378	322	472	387	419	602	541	539	400	461	797
IPR023183	Serine protease, chymotrypsin-like serine protease, domain 3	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	2	1	1	1	5
IPR023184	Ubiquinol-cytochrome C reductase hinge domain	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	1	1	0	2	0	1	7
IPR023187	Transcriptional regulator MarR-type, conserved site	685	551	997	568	70	78	416	101	124	99	85	190	170	166	264	242	220	543	533	519	0	2	4
IPR023188	DNA-binding protein Dps, conserved site	534	365	728	332	33	46	145	58	166	157	186	170	199	177	189	167	184	647	602	619	146	180	471
IPR023189	Proteinase inhibitor I11, ecotin domain	1	0	0	0	4	3	19	5	12	8	11	40	28	22	9	5	7	255	255	283	31	17	223
IPR023190	Phosphoserine phosphatase, domain 2	129	201	390	235	44	65	289	75	162	180	163	358	341	307	368	414	420	1261	1155	1238	292	511	980
IPR023191	Deoxynucleotide monophosphate kinase, N-terminal domain	0	0	0	0	0	0	0	0	0	0	0	1	0	1	2	1	2	1	1	0	1	0	9
IPR023192	TGS-like domain	629	557	1016	611	125	130	645	289	548	512	501	721	722	652	1731	1679	1622	2461	2438	2422	622	1036	2325
IPR023193	3-phosphoshikimate 1-carboxyvinyltransferase, conserved site	911	753	1483	790	93	125	501	137	267	237	232	311	346	350	1084	1102	1117	1624	1528	1525	241	420	701
IPR023194	Eukaryotic translation initiation factor 3-like domain	0	0	0	0	0	1	0	3	0	2	1	0	0	1	12	10	9	2	3	3	1	3	1
IPR023195	Nicotinate-nucleotide-dimethylbenzimidazole phosphoribosyltransferase, N-terminal	667	577	1124	476	33	32	185	36	102	88	89	185	169	170	658	546	586	1001	1030	992	173	296	606
IPR023196	Phosducin N-terminal domain	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	3	1	2	2	4	0	2	7
IPR023198	Phosphoglycolate phosphatase, domain 2	1033	1113	1979	1183	228	282	1198	372	763	757	798	1258	1128	1086	1595	1619	1510	4751	4773	4610	1025	2012	3100
IPR023199	Uncharacterised domain NE1242	0	0	0	0	0	0	3	0	3	1	0	6	4	4	2	0	0	0	0	2	0	12	3
IPR023200	Ribosome modulation factor-like domain	0	0	0	0	4	2	11	12	3	5	6	5	11	7	6	3	5	156	175	172	13	7	99
IPR023201	SecY subunit domain	3158	2477	4772	2542	529	611	2653	1291	2407	2458	2449	3714	3552	3554	8604	8436	8313	12384	12360	11867	4340	7525	14600
IPR023202	YejL-like domain	0	0	0	0	2	2	0	1	0	1	0	0	0	1	1	1	1	19	7	7	0	1	47
IPR023203	TTHA0068-like domain	0	0	0	0	31	39	170	50	139	167	159	303	302	306	754	663	708	333	334	313	262	657	584
IPR023204	SP1917 domain	0	0	0	0	73	62	304	146	402	387	382	574	578	596	474	440	483	611	639	641	578	1145	1780
IPR023210	NADP-dependent oxidoreductase domain	5265	4936	8357	4665	1771	1846	9003	2842	8096	7817	7893	14605	14108	14018	13363	13234	12985	31676	31614	30799	11756	23982	28926
IPR023211	DNA polymerase, palm domain	0	0	0	0	8	7	35	332	18	23	18	41	35	45	136	138	157	192	216	202	32	93	249
IPR023212	Heat shock protein Hsp33, helix hairpin bin domain	74	135	234	154	24	24	85	19	112	113	92	111	100	122	184	193	190	721	682	708	90	102	339
IPR023213	Chloramphenicol acetyltransferase-like domain	2560	2826	4859	2854	887	940	4767	1379	4550	4398	4409	5944	5870	5804	8070	7993	8171	16438	16524	16157	6405	11110	16124
IPR023214	HAD-like domain	20029	18780	33697	18941	3672	4016	19746	6709	13605	13285	13154	19799	19372	18807	32352	32120	31623	61219	60202	59411	17358	32121	51230
IPR023215	Nitrophenylphosphatase-like  domain	8	14	30	0	138	136	619	195	252	234	242	844	824	790	190	235	191	446	402	424	723	1897	1612
IPR023218	UPF0291 structural domain	121	187	322	234	17	22	58	21	100	77	77	91	101	107	265	251	201	783	840	863	116	149	415
IPR023220	Type IV secretion system, VirB5-domain	1170	860	1519	691	33	35	115	41	148	152	158	188	182	190	303	310	294	478	479	485	127	132	234
IPR023222	PsbQ-like domain	0	0	0	0	1	0	7	0	0	0	1	1	5	2	3	0	4	9	3	14	0	0	1
IPR023223	DNA polymerase III/inhibitor IA3, alpha-helix domain	28	47	89	57	17	7	44	16	71	75	71	61	53	81	50	48	55	110	116	111	111	149	321
IPR023226	Glycoside hydrolase, family 49, N-terminal domain	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	2	4	2	2	1
IPR023227	S-adenosyl-l-methionine hydroxide adenosyltransferase, C-terminal	805	666	1170	673	75	90	361	90	267	296	238	258	224	232	744	734	720	586	551	547	224	373	464
IPR023229	Type II secretion system protein M, periplasmic domain	0	0	0	0	1	3	13	4	23	23	22	12	12	13	62	70	61	288	272	263	21	20	82
IPR023230	Glycoside hydrolase, family 2, conserved site	1	0	0	0	6	5	38	18	24	13	10	49	36	41	2	5	1	67	56	64	15	26	45
IPR023232	Glycoside hydrolase, family 2, active site	1	0	0	0	12	7	74	36	37	45	42	68	78	65	62	67	60	293	286	275	58	86	153
IPR023234	NarG-like domain	420	584	1013	677	79	103	560	141	554	558	609	693	656	664	944	903	955	1956	1912	1838	451	634	1390
IPR023262	Active regulator of SIRT1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
IPR023267	RNA (C5-cytosine) methyltransferase	666	702	1217	753	98	99	574	163	69	79	59	95	67	91	320	309	299	539	538	488	0	1	2
IPR023271	Aquaporin-like	939	1199	2197	1544	393	487	2226	734	1709	1727	1691	2931	2777	2775	6373	6592	6327	7844	7963	7729	2756	5649	7744
IPR023272	Cytochrome C oxidase, subunit VIIB, domain	0	0	0	0	0	0	0	0	0	0	0	2	0	1	1	2	0	2	4	5	0	6	5
IPR023273	RNA (C5-cytosine) methyltransferase, NOP2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	1	0	0	2
IPR023278	Ethylene insensitive 3-like protein, DNA-binding domain	0	0	0	0	0	0	0	0	0	2	0	2	2	2	4	4	5	4	2	3	0	0	0
IPR023282	Hydroxymethylglutaryl-CoA reductase, N-terminal	0	0	0	0	0	0	0	1	1	1	2	0	0	2	5	2	3	6	5	3	0	2	5
IPR023286	ABATE domain	11	19	36	0	16	28	118	23	50	72	54	203	167	194	235	221	214	379	422	402	59	126	194
IPR023288	Pa2218-like domain	0	0	0	0	1	0	5	1	3	1	0	2	1	2	0	0	1	1	2	3	4	13	3
IPR023289	VPA0735-like domain	0	0	0	0	27	35	158	40	77	92	67	225	223	208	40	46	43	416	451	393	181	264	430
IPR023291	Af2093, N-terminal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
IPR023292	NTP pyrophosphohydrolase-like domain	833	632	1194	581	31	25	104	139	86	94	98	77	93	98	879	926	852	724	645	660	107	185	429
IPR023293	Deoxyguanosinetriphosphate triphosphohydrolase, central domain	108	155	278	179	54	84	324	109	197	180	167	298	290	362	408	398	354	1314	1300	1263	324	605	936
IPR023294	Tachylectin 2	5	6	10	8	4	7	19	13	19	16	19	41	35	48	47	41	42	71	74	63	16	31	33
IPR023295	Hyaluronate lyase, beta-sheet domain	1	0	0	0	0	1	5	5	9	6	6	9	14	5	17	13	15	9	6	14	8	15	17
IPR023296	Glycosyl hydrolase, five-bladed beta-propellor domain	65	68	133	141	410	500	2177	981	1828	1715	1631	2774	2714	2684	1506	1605	1528	11690	11543	11414	2395	5236	6472
IPR023298	P-type ATPase,  transmembrane domain	12152	10254	18233	9411	1156	1319	6483	2297	4149	4014	3842	7289	7107	7020	13380	13297	13436	15503	15230	15224	7838	15927	20445
IPR023299	P-type ATPase, cytoplasmic domain N	7938	6788	12350	6373	894	936	4742	1628	3089	3001	3049	5072	4946	4813	7828	7835	7616	10690	10415	10243	3922	8085	10843
IPR023301	Ammonia/methane monooxygenase, subunitB, N-terminal	1217	815	1418	727	5	4	19	9	13	13	15	89	103	120	1026	1077	993	595	598	595	45	77	105
IPR023302	Peptidase S9A, N-terminal domain	32	58	99	0	380	425	1824	606	2196	2126	2018	2037	2059	1960	3324	3229	3233	6998	7267	6914	1927	2594	4129
IPR023303	Ammonia/methane monooxygenase, subunit B, C-terminal	911	553	1102	517	9	4	25	8	13	14	12	93	84	83	832	895	810	561	564	522	51	79	105
IPR023304	Bacteriophage T4, Gp12 domain 2	0	0	0	0	0	0	1	1	0	2	0	3	0	1	0	3	4	4	1	4	0	13	30
IPR023307	Aerolysin-like toxin, beta complex domain	0	0	0	0	6	5	29	12	7	5	6	16	9	12	9	4	6	29	26	32	8	3	4
IPR023309	Endo-1,4-beta-glucanase, bacterial, domain 2	0	0	0	0	0	0	1	0	0	0	0	4	1	1	1	2	3	20	21	18	0	1	0
IPR023310	Malate synthase G, beta sub-domain	0	0	0	0	42	53	220	76	159	184	176	245	227	218	265	258	279	1773	1674	1689	244	372	969
IPR023311	Methuselah ectodomain, domain 2	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR023312	Putatuve nitroreductase, C-terminal, bacterial	0	0	0	0	0	2	2	0	2	1	1	2	4	3	2	1	4	2	3	7	4	2	4
IPR023313	Ubiquitin-conjugating enzyme, active site	0	0	0	0	1	0	4	7	5	5	2	1	5	3	7	10	8	12	10	12	6	12	41
IPR023314	Tagatose-6-phosphate kinase/1-phosphofructokinase N-terminal domain	0	1	2	0	3	1	12	5	3	12	8	30	20	24	21	23	25	15	24	27	8	16	32
IPR023315	SynGAP C2 domain, N-terminal	0	0	0	0	0	0	0	0	2	0	0	0	0	1	1	1	2	0	1	0	0	0	1
IPR023318	Ubiquitin activating enzyme, alpha domain	0	0	0	0	0	0	1	1	0	0	2	2	0	0	5	4	2	6	4	6	2	3	5
IPR023319	Tex-like protein, HTH domain	0	0	0	0	101	80	343	148	309	343	346	516	508	477	1275	1285	1282	1957	1984	1953	682	1293	1836
IPR023322	Outer surface lipoprotein domain	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	1	1	0	1	0	0	1
IPR023323	Tex-like domain	0	0	0	0	207	199	945	329	741	750	829	1181	1175	1114	2909	2902	2897	4725	4863	4554	1156	2285	3434
IPR023324	BH2638-like domain	0	0	0	0	0	0	2	2	0	0	0	1	0	3	0	0	1	0	0	1	5	7	10
IPR023329	Chlorophyll a/b binding protein domain	0	0	0	0	0	0	1	0	0	2	0	2	3	0	0	0	0	7	5	2	3	4	10
IPR023330	Rhabdovirus nucleocapsid, N-terminal	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0
IPR023331	Rhabdovirus nucleocapsid, C-terminal	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR023335	Orthogonal Bundle domain in ATP12	8	33	36	0	18	20	147	32	117	118	99	196	192	233	311	314	317	498	447	460	126	164	334
IPR023343	Penicillin amidase type, domain1	32	32	66	0	186	250	1009	336	1146	1057	1045	1412	1488	1492	1427	1487	1498	4411	4342	4313	1480	2895	3411
IPR023344	Uncharacterised domain  MG237, C-terminal	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0
IPR023347	Lysozyme domain	25	52	62	0	63	61	282	779	179	187	194	171	168	158	453	436	475	1214	1240	1240	221	268	2927
IPR023348	Pariacoto virus capsid protein alpha, C-terminal	0	0	0	0	0	0	1	0	1	0	2	1	0	1	1	5	0	5	5	4	3	9	5
IPR023349	Ammonia monooxygenase/particulate methane monooxygenase, subunit C domain	3321	2418	4063	2221	29	24	81	29	47	64	67	306	331	331	3362	3399	3324	1896	1986	1845	274	531	431
IPR023351	YppE-like domain	0	0	0	0	1	0	2	1	0	0	2	0	0	1	0	1	0	3	1	2	0	1	0
IPR023352	Membrane associated eicosanoid/glutathione metabolism-like domain	23	32	50	3	53	61	315	79	329	296	279	179	194	214	613	611	592	1478	1437	1424	171	199	466
IPR023353	LemA-like domain	1570	1529	2856	1670	332	353	1563	584	1318	1199	1205	1377	1296	1358	4143	4031	4158	7159	7319	6783	2120	2914	6951
IPR023355	Myotoxin/Anenome neurotoxin domain	0	0	0	0	0	0	0	1	2	5	1	6	3	7	5	2	5	7	8	5	1	3	13
IPR023356	Leucyl-tRNA synthetase, domain 3	0	0	0	0	0	0	1	0	0	1	0	1	1	1	0	0	0	8	6	2	0	0	1
IPR023358	Peptidase M18, domain 2	0	0	0	0	47	50	262	66	55	72	71	71	65	70	183	150	138	537	495	463	231	390	748
